Restaurant Restaurant ID,Restaurant Restaurant Name,Address,Post Code,Full Address,Latitude,Longitude,Weekly orders
205584,Carl's Junior - XMadrid,"Calle Oslo, 53,,",28922,"Calle Oslo, 53,, 28922 ",40.3454917,-3.8412146,21
209800,La Tagliatella - Heron City Las Rozas,"Calle de Camilo Jose Cela 3,",28232,"Calle de Camilo Jose Cela 3, 28232 ",40.5195099,-3.8975534,15
224854,KFC FUENLABRADA C LUIS SAUQUILLO 92 - Activo,"Calle Luis Sauquillo, 92,",28944,"Calle Luis Sauquillo, 92, 28944 ",40.2726854,-3.8073113,29
230529,La Tagliatella - Getafe Calle Madrid,"C/ Madrid 51, Bajo 2,",28901,"C/ Madrid 51, Bajo 2, 28901 ",40.3078427,-3.7297097,21
232501,La Tagliatella - Juan Bravo,"C/ Juan Bravo, 35,",28006,"C/ Juan Bravo, 35, 28006 ",40.4328005,-3.6787049,17
235120,La Gustosa Valdebebas,"Calle Maria de las Mercedes 178, 28055 Madrid,",28055,"Calle Maria de las Mercedes 178, 28055 Madrid, 28055 ",40.4929175,-3.6172052,16
246154,McDonald's - Plaza Castilla,"Calle de S. Aquilino, 4, Local 1A,",28029,"Calle de S. Aquilino, 4, Local 1A, 28029 ",40.4675331,-3.6898324,19
248482,Cafetería El Corte Inglés - Princesa,"C. de la Princesa, 56,Edificio 1",28008,"C. de la Princesa, 56,Edificio 1 28008 ",40.430088,-3.7152529,10
251474,KFC SS REYES PC MEGAPARK - Activo,"Av. del Cerro del Águila, 23, Megapark,,",28703,"Av. del Cerro del Águila, 23, Megapark,, 28703 ",40.5472865,-3.6112974,19
253004,McDonald's - Pinto,"Ctra. de Andalucía N-IV, Km.20,2",28320,"Ctra. de Andalucía N-IV, Km.20,2 28320 ",40.246109,-3.6901841,21
253103,McDonald's - Móstoles Estación,Calle Camino del Obispo 6b,28935,Calle Camino del Obispo 6b 28935 ,40.3311487,-3.8846622,28
256745,Ocafú Taberna Gallega - Sagasta,"Calle de Sagasta, 24",28004,"Calle de Sagasta, 24 28004 ",40.427824,-3.6978016,19
268029,Kirei - Editions SOR,"Calle Sorgo 17,",28029,"Calle Sorgo 17, 28029 ",40.4663771,-3.7068448,55
17877,Irsushi - Las Tablas,"Calle de la Sierra de Atapuerca, 52",28050,"Calle de la Sierra de Atapuerca, 52 28050 ",40.5067715,-3.665234,16
18722,Home Burger Bar - Castellana,"Paseo de la Castellana, 210",28046,"Paseo de la Castellana, 210 28046 ",40.4631776,-3.6889547,10
23923,Ginos - Gorbea,"Avenida de Burgos, 119",28050,"Avenida de Burgos, 119 28050 ",40.4967292,-3.666391,18
23944,Ginos - Palacio del Hielo,Calle Silvano 77,28043,Calle Silvano 77 28043 ,40.4632213,-3.6370595,14
26653,Tony Roma's - Numancia,"Avda. del Doctor Federico Rubio y Galí, 78",28039,"Avda. del Doctor Federico Rubio y Galí, 78 28039 ",40.4530075,-3.7128743,14
38784,Pizza Jardín - San Francisco de Sales,"Paseo de S. Fco. de Sales, 25",28003,"Paseo de S. Fco. de Sales, 25 28003 ",40.44193,-3.71432,24
39735,Tony Roma's - Majadahonda,"Carretera de El Plantío, KM 1.800",28221,"Carretera de El Plantío, KM 1.800 28221 ",40.4741857,-3.860606,16
42894,Tao 3.6.9 Atocha,"Calle Méndez Álvaro, 70",28045,"Calle Méndez Álvaro, 70 28045 ",40.39475,-3.67993,16
43041,Massa - Augusto Figueroa,"Calle de Augusto Figueroa, 21",28004,"Calle de Augusto Figueroa, 21 28004 ",40.4227253,-3.69903,12
56076,Pans & Company - PC Chamartín,"Estación de Chamartin, 40",28036,"Estación de Chamartin, 40 28036 ",40.4725545,-3.683137,23
60921,Häagen-Dazs - Calle Bailen,"Calle de Bailén, 15",28013,"Calle de Bailén, 15 28013 ",40.4199572,-3.7127534,14
61695,Arepa Olé - Postas,"Calle de Postas, 26",28012,"Calle de Postas, 26 28012 ",40.4155473,-3.7064383,16
83077,Ginos - La Gavia,"C.C La Gavia / Calle Adolfo Bioy Casares,2",28051,"C.C La Gavia / Calle Adolfo Bioy Casares,2 28051 ",40.3690139,-3.5990357,19
85810,Armenia Ararat,"Calle Carretera de Carabanchel, 5",28223,"Calle Carretera de Carabanchel, 5 28223 ",40.4209865,-3.8028362,17
94377,Tommy Mel's - Islazul,Calle Calderilla 1,28054,Calle Calderilla 1 28054 ,40.3637278,-3.7374791,12
130282,Tuk Tuk - Estella,"Calle de Estella,21",28050,"Calle de Estella,21 28050 ",40.4971562,-3.6743993,20
141395,Namm Food - Parque Sur,"Av. de Gran Bretaña, s/n, (Centro Comercial Parquesur)",28916,"Av. de Gran Bretaña, s/n, (Centro Comercial Parquesur) 28916 ",40.3401454,-3.7331842,21
142940,Las Muns - Chueca,"Calle San Gregorio, 1",28004,"Calle San Gregorio, 1 28004 ",40.4230864,-3.6975947,18
159171,Foster's Hollywood - Magallanes,"Calle Magallanes, 1",28015,"Calle Magallanes, 1 28015 ",40.4323162,-3.7057148,13
162474,Starbucks - Las Rozas,"Calle Juan Ramón Jiménez, 3, CC Las Rozas Village",28232,"Calle Juan Ramón Jiménez, 3, CC Las Rozas Village 28232 ",40.5182696,-3.9010452,21
170474,Foster's Hollywood - Apolonio Morales,Calle Apolonio Morales 1,28036,Calle Apolonio Morales 1 28036 ,40.4636527,-3.6847849,13
176308,Starbucks - Génova 27,Génova 27,28004,Génova 27 28004 ,40.4260169,-3.6921054,25
180744,Papa John's Alcobendas,"Paseo Puente lucha, 7, Portal 6",28100,"Paseo Puente lucha, 7, Portal 6 28100 ",40.5522899,-3.6602669,10
183721,Empanadas Malvon Salamanca,"Calle de Diego de León, 60, Madrid, Spain",28006,"Calle de Diego de León, 60, Madrid, Spain 28006 ",40.4344663,-3.6767451,14
184927,Starbucks - Xanadú,Calle del Puerto de Navacerrada 8,28939,Calle del Puerto de Navacerrada 8 28939 ,40.2977006,-3.930145,14
187164,Ginos - Xanadú,"Calle Puerto de Navacerrada, 5,",28939,"Calle Puerto de Navacerrada, 5, 28939 ",40.3016676,-3.9246831,16
188756,Burger King - Madrid - 119 Bravo M.,"Calle de Bravo Murillo, 119,",28020,"Calle de Bravo Murillo, 119, 28020 ",40.4489257,-3.703836,16
193237,Burger King - Rivas - Avda. Tecnica,"Av. de la Técnica, s/n,",28522,"Av. de la Técnica, s/n, 28522 ",40.3471427,-3.5425901,13
196225,Goiko Grill - Alegra,"Calle Salvador de Madariaga, s/n,",28702,"Calle Salvador de Madariaga, s/n, 28702 ",40.5671987,-3.6090986,21
199842,Burger King - Madrid - Conde de Peñalver,"Calle del Conde de Peñalver, 96,",28006,"Calle del Conde de Peñalver, 96, 28006 ",40.4342952,-3.6746984,21
203921,Pollos a la Brasa,"Calle de Florencio Llorente, 3,",28027,"Calle de Florencio Llorente, 3, 28027 ",40.4329804,-3.6524574,15
204164,Burger King - Villaviciosa de Odón - Villapark,"Av. Quitapesares, s/n,",28670,"Av. Quitapesares, s/n, 28670 ",40.3504586,-3.8976995,20
224967,Viena Capellanes - Poeta Joan Maragall,"Calle del Poeta Joan Maragall, 55,",28020,"Calle del Poeta Joan Maragall, 55, 28020 ",40.464073,-3.6923017,21
230073,Torii Sushi,calle zayas 4,28037,calle zayas 4 28037 ,40.4284994,-3.6248901,14
233033,Empanadas Malvón - Boadilla,"Av. Siglo XXI, 9,",28660,"Av. Siglo XXI, 9, 28660 ",40.4049988,-3.89538,15
245417,McDonald's - Leganés Plaza Nueva,Avenida Puerta del Sol 2,28918,Avenida Puerta del Sol 2 28918 ,40.3447756,-3.758615,22
246121,McDonald's - Vallecas Santa Eugenia,"C/ Real de Argenda, nº 74 | esq. Peñaranda de Bracamonte,",28031,"C/ Real de Argenda, nº 74 | esq. Peñaranda de Bracamonte, 28031 ",40.376137,-3.6048784,18
250858,KFC MADRID C USERA 26 - Activo,"C/ Marcelo Usera 26,",28026,"C/ Marcelo Usera 26, 28026 ",40.3870567,-3.7012843,19
252999,McDonald's - Parla Laguna,"Centro Comercial Laguna Park | Avenida de las Lagunas, nº 5,",28980,"Centro Comercial Laguna Park | Avenida de las Lagunas, nº 5, 28980 ",40.2441618,-3.7777632,15
253503,Cafetería El Corte Inglés - Castellana,"Calle de Raimundo Fernández Villaverde, 79,Centro Comercial Castellana",28003,"Calle de Raimundo Fernández Villaverde, 79,Centro Comercial Castellana 28003 ",40.4466622,-3.6942858,18
254471,El Barril de La Moraleja,"Calle de la Estafeta, 4,",28109,"Calle de la Estafeta, 4, 28109 ",40.5143701,-3.6534396,18
263197,McDonald's - Torrelodones,"Centro Comercial Espacio Torrelodones | Avda. Fontanilla, s/n, Av. Juan Carlos I, 46,",28250,"Centro Comercial Espacio Torrelodones | Avda. Fontanilla, s/n, Av. Juan Carlos I, 46, 28250 ",40.568259,-3.9202654,14
265358,Tandori Masala Indian Cuisine 2 - Fuenlabrada,"Calle de Cuzco, 2,",28945,"Calle de Cuzco, 2, 28945 ",40.2897462,-3.7903049,13
17668,Maki - Mendez Alvaro,"Calle del Mezquite, 2",28045,"Calle del Mezquite, 2 28045 ",40.3965447,-3.6828853,16
41308,Casa Mestiza by Antojos Araguaney (Antojos Araguaney Gourmet Majadahonda),"Calle Granja del Conde, 2",28220,"Calle Granja del Conde, 2 28220 ",40.4743226,-3.8837074,15
49308,Kao Thai,"Calle Sta. Bárbara, 11",28004,"Calle Sta. Bárbara, 11 28004 ",40.4242126,-3.7015587,15
49867,Fitz Burger,"Calle de Gabriel Lobo, 20",28002,"Calle de Gabriel Lobo, 20 28002 ",40.4434346,-3.6799227,14
54404,Vips - Valdemarín Pozuelo,"Camino de la Zarzuela, 15, Madrid, 28023",28023,"Camino de la Zarzuela, 15, Madrid, 28023 28023 ",40.4644682,-3.7860363,19
57845,Dunkin' Coffee - República Dominicana,"Plaza de la Republica Dominicana, 7",28016,"Plaza de la Republica Dominicana, 7 28016 ",40.4582829,-3.6762759,18
65394,Moshi Moshi Sushi Bar,Calle Manuel de falla 48,28100,Calle Manuel de falla 48 28100 ,40.55202,-3.6431718,13
73990,Universo Kebab,"Travesía José Arcones Gil, 11",28017,"Travesía José Arcones Gil, 11 28017 ",40.4365476,-3.6389061,18
79783,Indian bombay,Calle bravo murillo 298,28020,Calle bravo murillo 298 28020 ,40.4623933,-3.6972176,13
81022,Ginos - Islazul,"C/ Calderilla, 1",28054,"C/ Calderilla, 1 28054 ",40.3637278,-3.7374791,11
89364,Wok 4 You - Arganzuela,"Plaza Beata María Ana de Jesús, 14",28045,"Plaza Beata María Ana de Jesús, 14 28045 ",40.39456,-3.69526,24
105209,Mama Bowl - Olavide,"Calle Raimundo Lulio, 2",28010,"Calle Raimundo Lulio, 2 28010 ",40.4324159,-3.7003489,15
115271,TGB CALLE VALENCIA 8 (LAVAPIES-MADRID),"Calle de Valencia, 8, 10",28012,"Calle de Valencia, 8, 10 28012 ",40.407825,-3.7007992,24
142069,TGB CC H2O (RIVAS-VACIAMADRID),Centro comercial H2O - Calle Marie Curie 4,28529,Centro comercial H2O - Calle Marie Curie 4 28529 ,40.3369914,-3.5262124,14
153555,Vips -Villalba (Planetocio),"Avenida Juan Carlos I, 46 - C.C.O. Planetocio",28400,"Avenida Juan Carlos I, 46 - C.C.O. Planetocio 28400 ",40.6372869,-4.0174807,14
166594,Arepa Olé - Usera,Calle Antonio López 150,28026,Calle Antonio López 150 28026 ,40.3901017,-3.7019607,18
177400,KM de Pizza - Heron Diversia,"Av. de Bruselas, 21",28108,"Av. de Bruselas, 21 28108 ",40.5300823,-3.6396724,18
180304,TGB C/ CUESTA DE LA VIRGEN 1 (MOSTOLES-MADRID),"Calle Cuesta de la Virgen, 1, Móstoles",28931,"Calle Cuesta de la Virgen, 1, Móstoles 28931 ",40.3229167,-3.8636255,23
180749,Papa John's Los Yebenes,C/ Los Yebenes 148,28047,C/ Los Yebenes 148 28047 ,40.3904179,-3.7517815,13
181336,Santita - Virgen de los Peligros,"Calle de la Virgen de los Peligros, 10",28013,"Calle de la Virgen de los Peligros, 10 28013 ",40.4188437,-3.6995481,12
182296,La Octava Isla - Madrid,"Calle de Velázquez, 117",28006,"Calle de Velázquez, 117 28006 ",40.4369983,-3.6835194,15
186429,Japon Toyama,"Paseo de Goya 24, Mostoles",28932,"Paseo de Goya 24, Mostoles 28932 ",40.3324936,-3.8634738,17
199044,Chino Palacio Oriente,"EMILIO FERRARI 12 Madrid, Spain,",28017,"EMILIO FERRARI 12 Madrid, Spain, 28017 ",40.4342946,-3.6438338,17
206935,Manolo Bakes - Pozuelo,"Av. de Europa, 9,",28224,"Av. de Europa, 9, 28224 ",40.4373423,-3.7960234,23
207128,Tim Hortons - Alcalá 232,"Calle Alcalá 232,",28027,"Calle Alcalá 232, 28027 ",40.4315692,-3.6577488,15
209239,La Tagliatella- Islazul,"Calle Calderilla, 1,,",28054,"Calle Calderilla, 1,, 28054 ",40.3637278,-3.7374791,16
209853,La Tagliatella - Orense,"Calle de Orense 11,",28020,"Calle de Orense 11, 28020 ",40.4483187,-3.69575,21
216710,El Gallo y El Toro,Av. de la Reina Victoria 32,28003,Av. de la Reina Victoria 32 28003 ,40.4471966,-3.710155,13
224958,Viena Capellanes - Palacio de Hielo,"C.C. PALACIO DEL HIELO, Calle de Silvano, 77,",28043,"C.C. PALACIO DEL HIELO, Calle de Silvano, 77, 28043 ",40.4631976,-3.6373448,16
227467,Foster's Hollywood - Getafe Campo de Fútbol,"Avenida Teresa de Calcuta S/N,",28903,"Avenida Teresa de Calcuta S/N, 28903 ",40.3243202,-3.7146721,16
230756,Arepa Olé Street - Ventas,"Calle Alcalá 343,",28027,"Calle Alcalá 343, 28027 ",40.4338427,-3.646938,19
231805,KFC MADRID PLZ DE LA BEATA (legazpi) - Activo,"C/ Guillermo de Osma, 2 (Plz. De la Beata María Ana de Jesús),",28045,"C/ Guillermo de Osma, 2 (Plz. De la Beata María Ana de Jesús), 28045 ",40.3942936,-3.6955076,18
242680,El Corte Inglés - (El Bercial),"Av. Comandante José Manuel Ripollés Corte Inglés,",28907,"Av. Comandante José Manuel Ripollés Corte Inglés, 28907 ",40.3297615,-3.728368,17
245399,McDonald's - Montecarmelo,Avenida de Montecarmelo 1,28049,Avenida de Montecarmelo 1 28049 ,40.50146,-3.6983,18
249490,McDonald's - Plaza Norte 2,"Centro Comercial Plaza Norte 2 | Nacinal I, Salida 19,",28703,"Centro Comercial Plaza Norte 2 | Nacinal I, Salida 19, 28703 ",40.5408496,-3.613513,22
252097,Vips - Fuenlabrada Av. de la Universidad,"Av. de la Universidad, 1",28942,"Av. de la Universidad, 1 28942 ",40.28493,-3.81622,14
253451,Restaurante Ni Hao - Calle Príncipe Carlos,"Calle Príncipe Carlos, 19,",28050,"Calle Príncipe Carlos, 19, 28050 ",40.493272,-3.6560963,18
254042,Taberna Gallega Garelos,Blanca de Navarra 6,28010,Blanca de Navarra 6 28010 ,40.4287463,-3.6930305,15
257754,Sushi Yakuza - Heron City Las Rozas,"Calle Camilo Jose Cela 2. Local 14,",28232,"Calle Camilo Jose Cela 2. Local 14, 28232 ",40.5162429,-3.8981726,10
261782,Stacksando - Lope de Vega,"Calle Lópe de Vega, 16,28014, Madrid",28014,"Calle Lópe de Vega, 16,28014, Madrid 28014 ",40.413677,-3.697799,28
6115,Steak Burger - Fuencarral,"Calle Fuencarral, 73",28004,"Calle Fuencarral, 73 28004 ",40.4248721,-3.7008404,12
6981,Thong,"Calle de López de Hoyos, 14",28006,"Calle de López de Hoyos, 14 28006 ",40.4370092,-3.6869192,18
16526,Luna Rossa,"c/ San Bernardo,24",28015,"c/ San Bernardo,24 28015 ",40.4232377,-3.7073657,14
30535,Bentley’s Burger - Pozuelo,"Vía de las Dos Castillas, 9",28224,"Vía de las Dos Castillas, 9 28224 ",40.432402,-3.802768,13
31067,Más que Pintxos - Pozuelo,"Calle Mónaco, 1",28224,"Calle Mónaco, 1 28224 ",40.4335839,-3.8003524,12
41297,Da Luca,Paseo de Alcobendas 10,28109,Paseo de Alcobendas 10 28109 ,40.52576,-3.62974,19
45333,Casa de Jin (reformas),"Calle Comercio, 5",28007,"Calle Comercio, 5 28007 ",40.4029738,-3.6814811,16
67524,Yoinyo Pizza,C/ Doctor Marañón esq c/ San Manuel,28220,C/ Doctor Marañón esq c/ San Manuel 28220 ,40.4736439,-3.876419,11
79457,Harold´s - Calle Libertad,Calle Libertad 13,28004,Calle Libertad 13 28004 ,40.4208672,-3.697648,20
110257,Dunkin' Coffee - Parque Sur,Av. de Gran Bretaña S/N,28916,Av. de Gran Bretaña S/N 28916 ,40.3407111,-3.7428726,16
134593,La Granja del Pollo Asado,"Calle de Maudes, 35",28003,"Calle de Maudes, 35 28003 ",40.445238,-3.698356,14
135724,Heladería Tozzi - Getafe,"Calle Madrid, 109, Getafe",28902,"Calle Madrid, 109, Getafe 28902 ",40.3119757,-3.7280451,10
168613,Empanadas Malvon - Retiro,"Calle de Narváez, 60",28009,"Calle de Narváez, 60 28009 ",40.4187647,-3.676403,9
169051,Antonella,"Calle Diego Ayllón, 16",28004,"Calle Diego Ayllón, 16 28004 ",40.4518061,-3.6500861,12
176545,Starbucks - Serrano 100,"Calle Serrano, 100",28006,"Calle Serrano, 100 28006 ",40.433651,-3.6862933,6
180313,Tony Roma's - Las Tablas,Avenida de Burgos 119,28050,Avenida de Burgos 119 28050 ,40.4967292,-3.666391,21
187210,PTH PASEO DE LA CASTELLANA 91 (MADRID),"Paseo de la Castellana 91,",28046,"Paseo de la Castellana 91, 28046 ",40.4505292,-3.6915988,12
188856,Burger King - Madrid - Paseo de la Esperanza,"Paseo de la Esperanza, 21,",28005,"Paseo de la Esperanza, 21, 28005 ",40.4010733,-3.7042927,17
193875,Llaollao - Xanadú,"Calle Puerto de Navacerrada, KM 23, 5,",28939,"Calle Puerto de Navacerrada, KM 23, 5, 28939 ",40.2996058,-3.9261572,11
199488,Plants (By Bowlers),"Calle de Victor Hugo 5, Madrid,",28004,"Calle de Victor Hugo 5, Madrid, 28004 ",40.4200727,-3.6981874,12
209823,La Tagliatella - Manoteras,"Avenida de Manoteras, 40,",28050,"Avenida de Manoteras, 40, 28050 ",40.4862986,-3.6660473,16
225386,Allo Pizza - Doctor Fleming,"C\ Doctor Fleming, 23 Madrid",28036,"C\ Doctor Fleming, 23 Madrid 28036 ",40.4598431,-3.6881559,18
227606,La Tagliatella - Boadilla,"Av. Infante Don Luis, 8 bis.,",28660,"Av. Infante Don Luis, 8 bis., 28660 ",40.4086819,-3.8954843,22
233034,Empanadas Malvón - Majadahonda,"Calle Moreras, 42,",28220,"Calle Moreras, 42, 28220 ",40.4587535,-3.8614004,18
246084,McDonald's - Fuenlabrada,Leganés 55 Fuenlabrada,28945,Leganés 55 Fuenlabrada 28945 ,40.293874,-3.7907814,17
247132,La Bientirada Vergara,"Calle del Príncipe de Vergara, 252,",28015,"Calle del Príncipe de Vergara, 252, 28015 ",40.4554294,-3.6768492,14
249095,Foster´s Hollywood - Mostoles,"Calle Cámara de la Industria, 2,",28938,"Calle Cámara de la Industria, 2, 28938 ",40.3154,-3.8709746,12
252212,McDonald's - Rivas Futura,"Juan de la Cierva,2,",28529,"Juan de la Cierva,2, 28529 ",40.3373908,-3.5313086,13
252702,El Ingrediente,"Calle de Alenza, 5,",28003,"Calle de Alenza, 5, 28003 ",40.4434617,-3.7008191,10
262544,Street Burrito - Editions ATR,"Andrés de Torrejón 17,",28014,"Andrés de Torrejón 17, 28014 ",40.4078707,-3.6825089,25
263022,Las Muns Parque Sur,"Av. de Gran Bretaña, S / N,,28916",28916,"Av. de Gran Bretaña, S / N,,28916 28916 ",40.3407111,-3.7428726,14
19426,Ginos - Bustamante,"Calle de Bustamante, 26",28045,"Calle de Bustamante, 26 28045 ",40.4004101,-3.6873525,14
23964,Vips - Paseo de la Habana,"Paseo de la Habana, 17",28036,"Paseo de la Habana, 17 28036 ",40.4501832,-3.6878685,14
23984,Vips - Génova,"Calle Génova, 27",28004,"Calle Génova, 27 28004 ",40.4260761,-3.692,10
23987,Vips - Alcalá 200,Calle Alcalá 200,28028,Calle Alcalá 200 28028 ,40.430247,-3.6638761,11
23988,Vips - Castellana 280,Paseo de la Castellana 280,28046,Paseo de la Castellana 280 28046 ,40.4763025,-3.6856988,15
30741,Mistura - Goya,"Calle de Goya, 50",28001,"Calle de Goya, 50 28001 ",40.4247756,-3.6784797,9
37250,Goiko Grill - Calle de Núñez de Balboa,"Calle de Núñez de Balboa, 12, 28001 Madrid",28001,"Calle de Núñez de Balboa, 12, 28001 Madrid 28001 ",40.4230343,-3.6826476,21
37359,KIP,Calle Carranza 4,28004,Calle Carranza 4 28004 ,40.4294325,-3.7031354,16
42192,Kyoto - Cocina Asiática,"Calle Camilo Jose Cela, 1",28232,"Calle Camilo Jose Cela, 1 28232 ",40.51973,-3.89885,14
48691,Sky sushi,Calle Recoletos 11,28001,Calle Recoletos 11 28001 ,40.4219505,-3.690109,9
50145,Zenith,"Av. de Europa, 26",28224,"Av. de Europa, 26 28224 ",40.4347357,-3.8027336,14
52556,Ginos - Lucca,"Calle Ortega y Gaset, 29",28006,"Calle Ortega y Gaset, 29 28006 ",40.4306155,-3.6830042,19
60214,José Luis,"Av. de la Industria, 35",28108,"Av. de la Industria, 35 28108 ",40.5339072,-3.6517889,15
64150,Tony Roma's - Gran Vía,GRAN VIA 68,28013,GRAN VIA 68 28013 ,40.4226391,-3.7092923,27
64229,Royal Thai Cuzco,"Avenida de Brasil 30, 28020, Madrid",28020,"Avenida de Brasil 30, 28020, Madrid 28020 ",40.4578294,-3.6932264,16
65574,Taste of India - Madrid,Calle Núñez de Arce 15,28012,Calle Núñez de Arce 15 28012 ,40.4151117,-3.7010965,16
69362,Siamo la pizza,Calle Gandhi 71,28017,Calle Gandhi 71 28017 ,40.4259264,-3.6306662,10
70902,Ala Sushi - Avda. Brasil,Avenida de Brasil 17,28020,Avenida de Brasil 17 28020 ,40.4570185,-3.6937439,14
70994,Vips Smart - Calle Alcalá 336,Calle Alcalá 336,28027,Calle Alcalá 336 28027 ,40.4340643,-3.6458428,13
74377,La Sanducherie - Sta. Teresa,C/ SANTA TERESA 1,28004,C/ SANTA TERESA 1 28004 ,40.4262681,-3.6963123,16
86840,Bresca - Lavapiés,de los tres peces 20,28012,de los tres peces 20 28012 ,40.410681,-3.6995824,14
87695,Istanbul - Manuel Becerra,Plaza de Manuel Becerra nº 20,28028,Plaza de Manuel Becerra nº 20 28028 ,40.4275617,-3.6692932,14
97319,TGB CC LORANCA (FUENLABRADA - MADRID),Av Pablo Iglesias 17. CC Plaza Loranca 2. Local 121-122,28942,Av Pablo Iglesias 17. CC Plaza Loranca 2. Local 121-122 28942 ,40.3032474,-3.8317451,12
98289,Con Sazon - Carabanchel,Calle Fátima 2,28917,Calle Fátima 2 28917 ,40.36118,-3.78073,13
102616,Manolo Bakes - Alcobendas,"Carrefour, local 60",28108,"Carrefour, local 60 28108 ",41.1070556,-73.8018259,11
127721,Pollos y Pucheros,"Calle Segovia, 3, Alcorcón",28922,"Calle Segovia, 3, Alcorcón 28922 ",40.3443582,-3.8285732,11
134743,Nanbei Restaurante,"Calle Donoso Cortés, 6",28015,"Calle Donoso Cortés, 6 28015 ",40.436152,-3.7050919,12
137088,Vips Smart - Sambil,"Mondragón, s/n Local 215 Y 216 CC SAMBIL Leganés",28917,"Mondragón, s/n Local 215 Y 216 CC SAMBIL Leganés 28917 ",40.3594243,-3.7766788,13
144023,Marchando Cocina,"Calle Jaén, 3 - Móstoles",28935,"Calle Jaén, 3 - Móstoles 28935 ",40.3271724,-3.8761892,12
156772,T4 Bubble Tea (T4 Restaurante),"Calle del 7 de Julio, 5",28012,"Calle del 7 de Julio, 5 28012 ",40.415908,-3.7078798,16
162425,Starbucks - Princesa 40,"Calle de la Princesa, 40",28008,"Calle de la Princesa, 40 28008 ",40.4293753,-3.7150378,21
162456,Starbucks - Plenilunio,"Calle Aracne s/n, CC Plenilunio",28002,"Calle Aracne s/n, CC Plenilunio 28002 ",40.446969,-3.587343,14
169418,Casa Sushi - Zona 15,"Calle Padilla, 58",28006,"Calle Padilla, 58 28006 ",40.4310594,-3.6771598,16
180736,Papa John's Las Rozas,"Avenida Constitución, 2",28231,"Avenida Constitución, 2 28231 ",40.4927426,-3.8749362,8
180740,Papa John's Aurora Boreal,"Calle Minerva, 12",28032,"Calle Minerva, 12 28032 ",40.3994744,-3.6024248,10
186422,Pizzeria Victoria,"Av. de la Unión Europea, 56,",28939,"Av. de la Unión Europea, 56, 28939 ",40.2837783,-3.9175743,10
189721,BD Authentic Kebab - Meson Paredes,"Calle del Mesón de Paredes, 49",28012,"Calle del Mesón de Paredes, 49 28012 ",40.4090216,-3.7034849,12
191359,Perla del Pacífico - Ascao,"Calle Berastegui, 24,",28017,"Calle Berastegui, 24, 28017 ",40.4289162,-3.6420644,15
199922,Burger King - Majadahonda - Mariano Alcaraz,"Calle del Dr. Mariano Alcaraz, s/n,",28222,"Calle del Dr. Mariano Alcaraz, s/n, 28222 ",40.4585946,-3.8676256,11
210199,L`Incontro Trattoria,"Av. Cantabria, 39,",28042,"Av. Cantabria, 39, 28042 ",40.4577088,-3.5857381,12
220076,Manolo Bakes - Loranca,"Centro Comercial Loranca 2, Avenida Pablo Iglesias 17",28100,"Centro Comercial Loranca 2, Avenida Pablo Iglesias 17 28100 ",40.3032474,-3.8317451,27
224634,Pizza Hut - Coslada,calle venezuela s/n manzana 7,28823,calle venezuela s/n manzana 7 28823 ,40.4280353,-3.5401373,9
228429,A Burgers Veggie Kitchen by Taster - Editions SOR,"Calle Sorgo, 17,",28039,"Calle Sorgo, 17, 28039 ",40.4663771,-3.7068448,16
232967,"Pasiones Argentinas, Empanadas y carnes a la parrilla (Boadilla)","Av. Infante Don Luis 4, Boadilla del Monte, 28669,",28669,"Av. Infante Don Luis 4, Boadilla del Monte, 28669, 28669 ",40.4101469,-3.8946358,12
241278,Foster's Hollywood -Ronda de Valencia,"Ronda de Valencia, 7,",28012,"Ronda de Valencia, 7, 28012 ",40.4051879,-3.7011956,16
244584,Salvatore - Calle de Victor Hugo,"Calle de Victor Hugo 5,Madrid",28004,"Calle de Victor Hugo 5,Madrid 28004 ",40.4200727,-3.6981874,9
249854,Foster´s Hollywood - Auditorio,"plaza Sagrado Corazón de Jesus, 2,",28002,"plaza Sagrado Corazón de Jesus, 2, 28002 ",40.445225,-3.6772588,11
250866,El Corte Inglés - ECG Castellana,"Centro Comercial Castellana, Calle de Raimundo Fernández Villaverde, 79,Centro Comercial Castellana",28003,"Centro Comercial Castellana, Calle de Raimundo Fernández Villaverde, 79,Centro Comercial Castellana 28003 ",40.4466622,-3.6942858,13
253804,GUILTY – Cookie Shop - Pozuelo,"Calle Finlandia, 6,",28224,"Calle Finlandia, 6, 28224 ",40.4356955,-3.7965507,13
257770,Pizza Hut - Islazul,"Calle Calderilla, 1,Centro Comercial Islazul local 145",28054,"Calle Calderilla, 1,Centro Comercial Islazul local 145 28054 ",40.3633759,-3.7389515,17
265342,La Desayunería - Calle Barbieri,"Calle Barbieri 4,28004",28004,"Calle Barbieri 4,28004 28004 ",40.4206695,-3.6982297,21
13593,Forneria Ballaro,"Calle de Sta Engracia, 90",28010,"Calle de Sta Engracia, 90 28010 ",40.4378092,-3.6997916,15
22584,Fridays - Vaguada,"Avda. Monforte de Lemos,36",28029,"Avda. Monforte de Lemos,36 28029 ",40.4798322,-3.707023,14
23924,Ginos - Monforte de Lemos,"Avda. Monforte de Lemos, 193",28035,"Avda. Monforte de Lemos, 193 28035 ",40.475718,-3.720147,9
23965,Vips - Calle Orense,"Calle Orense, 79",28020,"Calle Orense, 79 28020 ",40.4596586,-3.6944521,18
