name,priceRange,rating,reviewCount,postCode,Latitude,Longitude_x,value
Inti de Oro,$$ - $$$,4.5,95,28020.0,40.4487273,-3.6970733,427.5
Cerveceria Thomas,$$ - $$$,4.5,78,28028.0,40.4277945,-3.6664909,351.0
Hakuna Matata Veggie,$$ - $$$,4.5,71,28015.0,40.430918,-3.7103047,319.5
Viralata Bar,$,5.0,33,28012.0,40.4107664,-3.7014532999999994,165.0
Restaurante Gigi,$$ - $$$,4.0,307,28010.0,40.4300013,-3.7010370999999997,1228.0
Luma Restaurante,$$$$,4.5,59,28014.0,40.4190267,-3.6892852999999994,265.5
Kint,$,4.5,83,28015.0,40.43410120000001,-3.7082834000000005,373.5
El Segoviano,$$ - $$$,4.0,162,28007.0,40.4048426,-3.6833212,648.0
La Maquina Jorge Juan,$$ - $$$,4.0,896,28001.0,40.4237776,-3.6861546,3584.0
La Forja de Sesnandez,$$ - $$$,4.0,175,28005.0,40.4151641,-3.7088028,700.0
Puntarena,$$ - $$$,4.5,87,28015.0,40.4301378,-3.7092035000000005,391.5
LUX Madrid,$$$$,4.0,292,28001.0,40.423677000000005,-3.6848885,1168.0
Restaurante MasterChef,$$ - $$$,4.0,499,28002.0,40.4432384,-3.6822513,1996.0
Macuto Restobar,$$ - $$$,5.0,32,28004.0,40.425632,-3.7050932,160.0
Casa Lafu Restaurante,$$ - $$$,4.0,206,28013.0,40.4219695,-3.7094834000000003,824.0
Los Nachos de Oro,$$ - $$$,4.5,107,28027.0,40.4357435,-3.654805,481.5
Nantes,$$ - $$$,4.5,96,28045.0,40.3891064,-3.6950623999999994,432.0
Andtonic,$$$$,5.0,34,28004.0,40.4222881,-3.7057137000000004,170.0
Al-Mounia,$$ - $$$,4.0,457,28001.0,40.42228720000001,-3.6905137999999997,1828.0
Restaurante Albur,$$ - $$$,4.0,413,28004.0,40.4285923,-3.7036417,1652.0
Chacabuco 9-30,$$ - $$$,5.0,36,28042.0,40.4697012,-3.5839665999999997,180.0
Atocha Tandoori,$$ - $$$,4.5,207,28045.0,40.4050427,-3.6951509,931.5
Palacio de Cibeles,$$$$,4.0,548,28014.0,40.4189339,-3.6921521,2192.0
Petit Comite,$$ - $$$,4.0,898,28004.0,40.4203005,-3.6998855,3592.0
Chifa,$$ - $$$,4.0,312,,40.4438919,-3.6957091,1248.0
New York Burger Miguel Angel,$$ - $$$,4.0,213,28010.0,40.435656,-3.6907318,852.0
Taberna Angosta,$$ - $$$,5.0,63,28005.0,40.4120076,-3.7122552000000004,315.0
El Cardeno,$$ - $$$,4.5,79,28002.0,40.450413,-3.6849697,355.5
Restaurante Amazonico,$$$$,4.0,3182,28001.0,40.4231902,-3.6861352999999997,12728.0
Cruz Blanca Vallecas,$$ - $$$,4.0,477,28018.0,40.387682500000004,-3.6650248999999997,1908.0
Celso y Manolo,$$ - $$$,4.0,771,28004.0,40.420201399999996,-3.6974769,3084.0
Naveira Do Mar,$$ - $$$,4.5,96,28039.0,40.452345,-3.7076089999999997,432.0
Tagomago Madrid,$$ - $$$,4.5,97,28001.0,40.420528000000004,-3.6903656000000002,436.5
El Taller Restaurante,$$ - $$$,4.0,114,28003.0,40.446661,-3.6964745999999997,456.0
Hard Rock Cafe,$$ - $$$,4.0,2768,28046.0,40.4263059,-3.6896718999999996,11072.0
Public,$$ - $$$,4.0,1135,28004.0,40.4210912,-3.7041265,4540.0
El Imparcial,$$ - $$$,4.0,1042,28012.0,40.411967499999996,-3.7058633999999997,4168.0
Cinco Sentidos,$$ - $$$,4.5,93,28009.0,40.425166499999996,-3.6724589999999995,418.5
Baravaca,$$ - $$$,4.0,282,28023.0,40.4654941,-3.7837682999999998,1128.0
Don Giovanni,$$ - $$$,4.0,879,28014.0,40.4073325,-3.6813004,3516.0
St. James,$$$$,4.0,458,28006.0,40.4325164,-3.6815714999999996,1832.0
La Pequena Grana,$,4.0,221,28045.0,40.3994089,-3.6985803999999995,884.0
El Meson de Fuencarral,$$ - $$$,4.0,262,28049.0,40.5290107,-3.6935013999999997,1048.0
La Olla de Marta,$$ - $$$,4.5,73,28013.0,40.416455400000004,-3.7100559,328.5
Oribu,$$ - $$$,4.0,466,28004.0,40.4204911,-3.6955739000000003,1864.0
Magasand,$$ - $$$,4.0,149,28004.0,40.4248385,-3.6974342000000004,596.0
La Carbonera,$$ - $$$,4.5,128,28015.0,40.426531,-3.7098410000000004,576.0
Restaurante La Aduana,$$$$,4.5,66,28001.0,40.426469299999994,-3.6892883000000003,297.0
Munagorri Restaurante Gastrobar,$$ - $$$,4.5,169,28006.0,40.4311814,-3.6773462999999995,760.5
Tribuetxe,$$ - $$$,4.5,87,28012.0,40.40742410000001,-3.7031980000000004,391.5
Lhardy,$$$$,4.0,993,28014.0,40.4166233,-3.7013062000000003,3972.0
Restaurante La Trainera,$$$$,4.0,740,28001.0,40.4271832,-3.6850697999999995,2960.0
Hunan Restaurant,$$ - $$$,5.0,44,28004.0,40.4211532,-3.7035065,220.0
Restaurante Uskar,$$ - $$$,4.0,149,28012.0,40.4040917,-3.7009056000000005,596.0
Huerta de Carabana,$$$$,4.0,130,28001.0,40.4236732,-3.6853928999999996,520.0
Cambridge Soho Club,$$ - $$$,4.0,249,28008.0,40.422560299999994,-3.71184,996.0
Viva Madrid,$$ - $$$,4.5,86,28014.0,40.4151864,-3.6998424,387.0
El Urogallo,$$ - $$$,4.0,627,28008.0,40.4232153,-3.7232125,2508.0
Casa Victor,$$ - $$$,4.5,115,28005.0,40.412417299999994,-3.7092762,517.5
Croqueta y Presumida La Latina,$$ - $$$,4.5,63,28005.0,40.4122446,-3.7077162000000006,283.5
La Carboneria,$$ - $$$,4.0,307,28013.0,40.4165487,-3.7070676,1228.0
La Tape,$$ - $$$,4.0,459,28015.0,40.428847600000005,-3.7058795,1836.0
TATEL Madrid,$$$$,4.0,2212,28046.0,40.4323107,-3.6872154999999998,8848.0
Restaurante Acisclo,$$ - $$$,4.0,208,28025.0,40.3734714,-3.7269118999999997,832.0
Merci,$$ - $$$,4.0,123,28004.0,40.4223215,-3.6942446,492.0
Nitty Gritty,$$ - $$$,4.0,253,28036.0,40.4628985,-3.687558,1012.0
El Horreo Asturiano,$$ - $$$,4.0,270,28036.0,40.462453100000005,-3.6875538,1080.0
Taberna El Fontan,$$ - $$$,4.0,258,28014.0,40.416456200000006,-3.7008297999999997,1032.0
de Pura Cepa,$$ - $$$,4.0,157,28009.0,40.4240614,-3.6708672999999994,628.0
Bar-Restaurante Rioja Nos Madrid,$$ - $$$,4.5,127,28005.0,40.405803999999996,-3.7123951,571.5
La taperia del 21,$$ - $$$,4.5,54,28012.0,40.4124134,-3.7010574999999997,243.0
Marabu Bar,$$ - $$$,5.0,54,28004.0,40.4277662,-3.7043357000000006,270.0
Raimunda,$$ - $$$,4.0,339,28001.0,40.4198335,-3.6920397000000005,1356.0
Asian Restaurant,$$ - $$$,5.0,38,28015.0,40.421999799999995,-3.7076177,190.0
Sunne,$$ - $$$,4.5,67,28004.0,40.4262333,-3.6965065000000004,301.5
Samarkanda,$$ - $$$,3.5,724,28045.0,40.4064655,-3.6896451,2534.0
Il Bosco dei Gelati,$$ - $$$,5.0,34,28015.0,40.4368215,-3.7133467000000002,170.0
Okela,$$ - $$$,4.0,133,28042.0,40.4721455,-3.5813879,532.0
Meson de la Tortilla,$$ - $$$,4.0,323,28005.0,40.4151211,-3.7081958,1292.0
Punto MX,$$$$,4.0,1027,28001.0,40.4277032,-3.6783406000000003,4108.0
Sazadon,$$ - $$$,4.0,175,28015.0,40.435906700000004,-3.7152301,700.0
La Gran Pulperia,$$ - $$$,4.0,1359,28043.0,40.457281099999996,-3.6241397000000006,5436.0
Las Brasas De Vulcano,$$ - $$$,4.0,535,28012.0,40.415128100000004,-3.7016788999999997,2140.0
Pizza Pazza,$$ - $$$,4.5,135,28044.0,40.3748218,-3.7746315999999998,607.5
Etxeko Madrid,$$$$,4.0,128,28001.0,40.4281142,-3.6835392,512.0
Nice To Meet You Restaurant & Lounge,$$ - $$$,3.5,514,28013.0,40.423374200000005,-3.7104263,1799.0
Santa Rita,$$ - $$$,4.0,179,28010.0,40.4332587,-3.6987379999999996,716.0
La Diavla,$$ - $$$,4.5,67,28009.0,40.42133629999999,-3.6788476,301.5
Tropecientos,$$ - $$$,4.5,99,28010.0,40.429259,-3.7012551,445.5
Tommy Mel's,$$ - $$$,4.0,668,28013.0,40.4213333,-3.7085692000000003,2672.0
Restaurante Viavelez,$$$$,4.0,257,28020.0,40.452310499999996,-3.6979177000000005,1028.0
El Yate,$$ - $$$,4.0,177,28010.0,40.435464200000006,-3.6917622000000003,708.0
Cerveceria Alemana,$$ - $$$,3.5,766,28012.0,40.414455600000004,-3.7003359,2681.0
El Tigre del Norte,$,4.0,328,28004.0,40.421748799999996,-3.7001242,1312.0
Restaurante Martes 13,$$ - $$$,4.0,226,28042.0,40.4729495,-3.581724,904.0
Horno de Juan,$$ - $$$,4.0,236,28009.0,40.423632500000004,-3.6774468999999996,944.0
Restaurante Alma of Spain,$$$$,4.5,76,28003.0,40.4383097,-3.7007972999999996,342.0
Acuarela Bistro Bar,$$ - $$$,5.0,37,28005.0,40.412157799999996,-3.7106053,185.0
Creperie Ma Bretagne,$,4.0,182,28004.0,40.4255481,-3.7021615,728.0
Mughul,$$ - $$$,4.0,277,28015.0,40.4251357,-3.7101555,1108.0
La Casita de Sabino Madrid,$$ - $$$,4.5,42,28036.0,40.4581351,-3.6875690999999997,189.0
Zombie Bar,$$ - $$$,4.0,518,28004.0,40.4232446,-3.7047904000000003,2072.0
Bichopalo,$$$$,5.0,35,28004.0,40.4269268,-3.6988689,175.0
Donaluz,$$ - $$$,4.0,212,28013.0,40.417598600000005,-3.7026312000000003,848.0
Jimbo Smokehouse,$$ - $$$,4.0,339,28003.0,40.4405514,-3.7002123,1356.0
Nipon Taro,$$ - $$$,4.0,111,28016.0,40.4542219,-3.6792399,444.0
Luarques,$$ - $$$,4.0,136,28014.0,40.4154148,-3.6990749,544.0
Restaurante El Buey- CALLE GENERAL DIAZ PORLIER,$$ - $$$,4.0,157,28001.0,40.4253253,-3.6774767999999995,628.0
Bar Femary,$,4.5,95,28007.0,40.3994851,-3.6710585,427.5
El Clasico,$$ - $$$,4.5,57,28012.0,40.4156751,-3.7050991,256.5
Lago de Sanabria,$$ - $$$,4.0,137,28001.0,40.427873299999995,-3.6852715,548.0
RESTAURANTE AMPUDIA,$$ - $$$,4.0,127,28003.0,40.4436153,-3.7150276,508.0
Olivia te Cuida,$$ - $$$,4.0,187,28004.0,40.4257195,-3.6958141,748.0
NuBel,$$ - $$$,4.0,764,28012.0,40.4075167,-3.6953556000000005,3056.0
La Cava de Illan,$$ - $$$,4.0,195,28005.0,40.4130494,-3.7086955,780.0
Viva Chapata,$$ - $$$,4.0,171,28012.0,40.409437700000005,-3.7008417000000002,684.0
Taberna Mariano,$$ - $$$,4.0,121,28014.0,40.4137565,-3.6968417000000002,484.0
El cisne azul,$$ - $$$,4.0,531,28004.0,40.422752100000004,-3.6966576,2124.0
Aynaelda,$$ - $$$,4.0,558,28047.0,40.3959589,-3.7541803999999996,2232.0
Esencia Restaurante,$$ - $$$,5.0,31,28050.0,40.5047395,-3.6726902999999997,155.0
El Imperfecto,$$ - $$$,4.5,111,28012.0,40.413661600000005,-3.6997313999999997,499.5
El Boqueron,$$ - $$$,4.0,170,28012.0,40.4075363,-3.7005019,680.0
Shikoku,$$$$,4.0,152,28001.0,40.4213909,-3.6859078000000003,608.0
As Fontes,$$ - $$$,4.0,154,28045.0,40.404342799999995,-3.6909101000000004,616.0
Medea,$$$$,4.5,105,28010.0,40.42949,-3.69834,472.5
Mariscos Morris,$$ - $$$,4.5,90,28005.0,40.415046399999994,-3.7082882000000006,405.0
Gustami Italia,$$ - $$$,4.5,63,28004.0,40.4283955,-3.7000075,283.5
As de Bastos Madrid,$$ - $$$,4.5,89,28039.0,40.4532099,-3.7078754000000003,400.5
Casa Ormaza,$$ - $$$,4.0,140,28016.0,40.454234,-3.6806032999999996,560.0
Muchi Fusion Food,$,4.0,128,28033.0,40.463437,-3.6583080000000003,512.0
El Reloj de Harry & Sally,$$ - $$$,4.5,62,28013.0,40.417955,-3.714312,279.0
Jurucha,$,4.0,266,28001.0,40.4277958,-3.6856821,1064.0
Arroceria Imperial,$$ - $$$,4.0,123,28005.0,40.404280799999995,-3.7152019999999997,492.0
99 Sushi Bar - Ponzano,$$$$,4.0,141,28003.0,40.4458595,-3.6988363,564.0
La Burlona,$$ - $$$,4.5,87,28012.0,40.410275799999994,-3.6976851,391.5
Bar Postas,$,4.0,335,28012.0,40.4158403,-3.7059173999999997,1340.0
La Tabarra Madrid,$$ - $$$,4.5,66,28015.0,40.43590089999999,-3.7129304,297.0
Restaurante M29,$$$$,4.0,113,28010.0,40.4376104,-3.6917622000000003,452.0
Gaztemanu,$$ - $$$,4.0,166,28039.0,40.452752200000006,-3.7088332999999998,664.0
Pizzeria 2Amigos,$,4.5,60,28028.0,40.4371395,-3.6711127,270.0
Flores de Alcachofa,$$ - $$$,4.0,163,28046.0,40.433239799999996,-3.6876127999999997,652.0
Yue Lai,$,4.0,137,28006.0,40.4259715,-3.6744733999999997,548.0
China Te,$$ - $$$,4.0,228,28002.0,40.4471591,-3.6638687000000005,912.0
Cuevas El Secreto,$$ - $$$,4.0,294,28012.0,40.4157143,-3.7026364000000003,1176.0
Churreria Mayoma,$,5.0,44,28028.0,40.4352264,-3.6754703999999996,220.0
Marisquerias La Chalana,$$ - $$$,3.5,940,28046.0,40.462986,-3.6901797999999997,3290.0
Socarratt Valencian Food,$,4.5,127,28004.0,40.421622799999994,-3.6995434,571.5
The One,$$ - $$$,4.5,70,28020.0,40.4495521,-3.6983763,315.0
Ginkgo Restaurante & Sky Bar,$$$$,3.5,798,28008.0,40.422886,-3.7113557999999998,2793.0
Restaurante Combarro,$$$$,4.0,266,28020.0,40.4508173,-3.6988172999999995,1064.0
Royal Thai,$$ - $$$,4.0,191,28050.0,40.5119752,-3.6702496,764.0
La Aventura de Alvarez Gato,$$ - $$$,4.0,256,28050.0,40.492875500000004,-3.6554788,1024.0
Madriles Bar,$,4.5,67,28031.0,40.382866799999995,-3.6060101,301.5
Sylkar,$$ - $$$,4.0,267,28003.0,40.440684999999995,-3.6973248999999995,1068.0
Cerveceria Monje,$$ - $$$,4.5,131,28013.0,40.4196904,-3.7091123,589.5
Retrogusto,$$ - $$$,4.5,105,28013.0,40.4159925,-3.7120297999999994,472.5
Bar-Restaurante GANGNAM,$$ - $$$,4.5,74,28007.0,40.402767100000005,-3.6716528,333.0
Macarela,$$ - $$$,4.0,356,28010.0,40.4301101,-3.6920197999999997,1424.0
Cuadrilla Restaurante,$$ - $$$,4.5,52,28034.0,40.5066171,-3.6948033,234.0
Rafa,$$$$,4.0,300,28009.0,40.417921299999996,-3.6765258999999997,1200.0
Vecchia Milano,$$ - $$$,4.5,125,28008.0,40.4297203,-3.7186199999999996,562.5
Restaurante Hermanos Egea,$$ - $$$,4.5,64,28045.0,40.4002044,-3.6959833,288.0
Aloha Poke - Chueca,$$ - $$$,4.5,313,28004.0,40.421136700000005,-3.6974477999999995,1408.5
Tierra Burrito Bar - General Yague,$,4.0,184,28027.0,40.4566394,-3.693104,736.0
Barganzo,$$ - $$$,5.0,29,28004.0,40.4210726,-3.6968127,145.0
El Gallo Canta,$$ - $$$,4.5,62,28014.0,40.4135278,-3.6956792000000003,279.0
El Mendrugo,$$ - $$$,4.5,147,28004.0,40.420508,-3.6968782,661.5
Casa Meno,$$ - $$$,4.5,77,28010.0,40.4341981,-3.6994024,346.5
Kokoro,$$ - $$$,4.0,178,28006.0,40.428470399999995,-3.6748222000000004,712.0
Ultramarinos Quintin,$$$$,4.0,2234,28001.0,40.4239823,-3.6853422,8936.0
Restaurante Gloria Bendita Madrid,$$ - $$$,5.0,27,28013.0,40.41606029999999,-3.7099766000000005,135.0
Manolita Chen,$$ - $$$,4.5,67,28001.0,40.4237995,-3.6815097999999997,301.5
Tierra de Burritos,$,4.0,137,28004.0,40.4277499,-3.6969296999999997,548.0
Beker 6,$$ - $$$,4.0,156,28006.0,40.436088299999994,-3.6870974000000003,624.0
Noqno,$$ - $$$,4.5,86,28042.0,40.4625088,-3.5921,387.0
Limone,$$ - $$$,4.5,77,28006.0,40.4346494,-3.6802368999999997,346.5
Restaurante Cerveceria El Parador,$$ - $$$,4.5,51,28007.0,40.398101000000004,-3.6730306000000006,229.5
Som Thai Restaurant,$$ - $$$,4.5,102,28004.0,40.421284299999996,-3.6982822,459.0
Salon Cascabel,$$ - $$$,4.0,493,28001.0,40.4276329,-3.6871185,1972.0
Madrid 1883 churreria - chocolateria,$,4.5,57,28004.0,40.425191,-3.702658,256.5
Cafe Murillo,$$ - $$$,4.0,494,28014.0,40.4130594,-3.6913271,1976.0
Asturianos,$$ - $$$,4.0,186,28003.0,40.439148100000004,-3.7081160000000004,744.0
La Tia Carlota,$$ - $$$,4.0,96,28012.0,40.407482,-3.6998047999999994,384.0
Hilton Madrid Airport,$$ - $$$,4.0,154,28042.0,40.4520328,-3.5855403,616.0
El Madrono Tapas Bar,$$ - $$$,4.0,273,28005.0,40.4136078,-3.7089656000000004,1092.0
Bovia del Viso,$$ - $$$,4.0,154,28044.0,40.3732098,-3.765026,616.0
Bodega Restaurante La Alegria,$$ - $$$,4.5,71,28021.0,40.3480419,-3.7044462,319.5
Restaurante San Francisco,$$ - $$$,4.0,208,28048.0,40.5208534,-3.7792089,832.0
San Wich,$,4.0,227,28004.0,40.423496,-3.6986241,908.0
Meson Sidreria Arturo,$$ - $$$,4.5,92,28033.0,40.472978600000005,-3.641371,414.0
La Monte,$$ - $$$,4.0,117,28009.0,40.420559499999996,-3.6783273999999997,468.0
Lavaca Opera,$$ - $$$,4.0,358,28013.0,40.418637200000006,-3.7088252,1432.0
Casa Mundi,$$ - $$$,4.0,147,28015.0,40.4362089,-3.7070275,588.0
Prost Chamberi,$$ - $$$,4.5,54,28015.0,40.43410120000001,-3.7082834000000005,243.0
Madrid Grill,$$$$,4.0,235,28013.0,40.4175977,-3.7069449,940.0
Trattoria In Crescendo,$$ - $$$,4.0,155,28045.0,40.3946697,-3.6982007000000006,620.0
Torrenostra,$$ - $$$,4.0,139,28014.0,40.4142677,-3.6901571000000004,556.0
Dibocca,$$ - $$$,3.5,608,28013.0,40.4220172,-3.7090772000000003,2128.0
Restaurante Casa de Valencia,$$ - $$$,4.0,608,28008.0,40.4299377,-3.7224012,2432.0
Tran Tran,$$ - $$$,4.5,76,28042.0,40.47233,-3.58201,342.0
Vinateros 28,$$ - $$$,4.0,173,28030.0,40.4104346,-3.6573931000000006,692.0
Amordmadre,$$ - $$$,4.5,49,28031.0,40.3885989,-3.6391595000000003,220.5
El Invernadero,$$$$,4.5,66,28003.0,40.4445498,-3.6989436,297.0
Enotaberna del Leon de Oro,$$ - $$$,4.0,371,28005.0,40.4132203,-3.7086485000000002,1484.0
El Gamo,$$ - $$$,4.0,343,28048.0,40.519683799999996,-3.776585,1372.0
patacon pisao,$$ - $$$,4.0,227,28045.0,40.4040508,-3.6944573,908.0
El Ingenio,$$ - $$$,4.0,198,28013.0,40.4214593,-3.7096,792.0
Urumea,$$ - $$$,4.5,68,28036.0,40.4555671,-3.6811906999999997,306.0
Los Secretos de Lola,$$ - $$$,4.5,197,28005.0,40.4124429,-3.7090415,886.5
Gochu,$$ - $$$,4.0,185,28003.0,40.443437700000004,-3.7026127,740.0
MAD13,$$ - $$$,4.5,162,28036.0,40.4498379,-3.689084,729.0
Saona Las Tablas,$$ - $$$,4.0,229,28050.0,40.5089206,-3.6674104,916.0
La Caleta Taberna Gaditana,$$ - $$$,4.0,321,28012.0,40.410879,-3.6991199999999997,1284.0
Por Fin,$$ - $$$,4.5,119,28020.0,40.4540997,-3.6987243999999997,535.5
Mad Brewing,$$ - $$$,4.0,252,28037.0,40.4343339,-3.6302542,1008.0
Trattoria Pinocchio,$$ - $$$,4.0,475,28012.0,40.409021,-3.6936190000000004,1900.0
El Pez Gordo,$$ - $$$,4.0,176,28004.0,40.422932,-3.7039507000000005,704.0
Sabor Nusantara,$$ - $$$,4.5,46,28010.0,40.435899299999996,-3.6997383999999998,207.0
Lateral,$$ - $$$,4.0,1294,28001.0,40.428762799999994,-3.6835716,5176.0
Umo,$$$$,4.0,207,,40.4354529,-3.6896221,828.0
O Cacho do Jose,$$ - $$$,3.5,375,28012.0,40.41502,-3.700454,1312.5
Tapas & Mas,$$ - $$$,4.0,250,28012.0,40.4154755,-3.7023917,1000.0
Museo Nacional Centro de Arte Reina Sofia,$$ - $$$,4.0,140,28012.0,40.4079189,-3.6945566,560.0
Mestizo Madrid,$$ - $$$,4.0,370,28001.0,40.421793799999996,-3.6897587999999995,1480.0
La garriga,$$ - $$$,4.5,117,28046.0,40.4610378,-3.6904784,526.5
Meson Don Fernando,$,4.0,196,28042.0,40.470915999999995,-3.5812443,784.0
Tiradito Madrid,$$ - $$$,4.0,332,28015.0,40.426124200000004,-3.7108097,1328.0
Vietnam Mekong Restaurante,$$ - $$$,4.5,116,28013.0,40.4213297,-3.7093026,522.0
LA H ES MUDA - PROFESOR WAKSMAN,$$ - $$$,4.0,99,28036.0,40.456198799999996,-3.6888697999999995,396.0
Casa Marco,$$ - $$$,4.0,194,28015.0,40.43153770000001,-3.7156248999999995,776.0
Frutas Prohibidas,$,4.5,138,28015.0,40.4274672,-3.7103493999999997,621.0
Marisqueria Perlora,$$$$,4.0,186,28001.0,40.4123016,-3.6997476000000002,744.0
Picoroco,$$ - $$$,4.5,93,28004.0,40.4260174,-3.6939318,418.5
Restaurante Gala,$$ - $$$,4.5,203,28003.0,40.4404697,-3.6980642,913.5
LaLanda,$$ - $$$,4.0,141,28016.0,40.4579436,-3.6746439,564.0
La Elegida,$$ - $$$,4.5,86,28010.0,40.4317248,-3.7008294000000004,387.0
Josemi Food & Beer,$,4.5,46,28004.0,40.419404799999995,-3.6967562000000007,207.0
Kitchen 154 Malasana,$,4.0,75,28004.0,40.4288396,-3.7036564,300.0
Casa Anton,$$ - $$$,4.0,422,28013.0,40.4155148,-3.7099332,1688.0
Restaurante Flora Fina,$$ - $$$,4.5,76,28001.0,40.4270199,-3.6873236000000005,342.0
Silvela Taberna,$$ - $$$,5.0,24,28028.0,40.436172799999994,-3.6764513999999995,120.0
Restaurante Ana la Santa,$$ - $$$,3.5,1121,28012.0,40.4146361,-3.7016712999999997,3923.5
La Rayua Gran Via,$$ - $$$,4.0,185,28004.0,40.4221292,-3.7058358,740.0
Taberna el Arco,$$ - $$$,4.5,1547,28012.0,40.414081200000005,-3.7009697999999998,6961.5
Gran Hong Kong,$$ - $$$,4.5,76,28043.0,40.45916,-3.65945,342.0
Casa Rua,$,3.5,519,28005.0,40.4156358,-3.708218,1816.5
Gran Clavel,$$ - $$$,4.0,317,28013.0,40.4194369,-3.6994911,1268.0
Materia Prima,$$ - $$$,4.0,316,28036.0,40.455709000000006,-3.6885947999999997,1264.0
Ahora En El 16,$$ - $$$,5.0,36,28008.0,40.425218799999996,-3.714142,180.0
Sandy Barracane,$$ - $$$,5.0,33,28004.0,40.421188,-3.698177,165.0
Comestibles La Fabrica,$$ - $$$,4.0,270,28014.0,40.4117331,-3.6937515,1080.0
The Toast Cafe,$$ - $$$,4.0,284,28015.0,40.4343367,-3.7127519999999996,1136.0
Astrolabius,$$ - $$$,4.5,94,28006.0,40.4361726,-3.6861589,423.0
El Chirivito,$$ - $$$,4.5,57,28002.0,40.4426926,-3.6744062000000004,256.5
Restaurante SoMa,$$ - $$$,4.0,156,28001.0,40.425192200000005,-3.6779126000000004,624.0
La Taberna de Buendi,$$ - $$$,4.0,171,28009.0,40.4205373,-3.6778925000000005,684.0
La Casa de Cristal Restaurante,$$ - $$$,4.5,48,28036.0,40.46243,-3.68669,216.0
Hong Kong Kitchen,$,4.5,58,28024.0,40.422709399999995,-3.7102858999999997,261.0
Cava Baja 17,$$ - $$$,3.5,435,28005.0,40.4125942,-3.7088285000000005,1522.5
La Catedral,$$ - $$$,3.5,1049,,40.41656939999999,-3.7010519,3671.5
Beer station,$$ - $$$,4.0,155,28013.0,40.4197098,-3.7084567,620.0
Taberna Bulgara,$$ - $$$,4.0,100,28038.0,40.4031658,-3.6630114000000003,400.0
Zen Market,$$$$,3.5,1104,28036.0,40.4524318,-3.6868084000000003,3864.0
Guilty Madrid,$$ - $$$,5.0,36,28004.0,40.424798200000005,-3.6970055,180.0
Latxaska Etxea,$$ - $$$,4.0,272,28045.0,40.3896454,-3.6926561,1088.0
Floren Domezain,$$$$,4.0,483,28001.0,40.423059499999994,-3.6818551,1932.0
Novecento,$$ - $$$,4.5,59,28047.0,40.3923076,-3.7554519,265.5
La Buena Mesa Peru,$,4.5,47,28028.0,40.433898,-3.671886,211.5
Cafe Comercial,$$ - $$$,3.5,581,28004.0,40.4287137,-3.7019997000000004,2033.5
La Nonna,$$ - $$$,4.0,195,28036.0,40.4558875,-3.6886612999999997,780.0
Casa Mateos,$$ - $$$,4.5,98,28005.0,40.410030600000006,-3.7123726,441.0
La Malaje,$$ - $$$,4.0,223,28012.0,40.4127926,-3.7033872000000003,892.0
Japanese Restaurant SAORI,$$ - $$$,4.5,45,28014.0,40.413350799999996,-3.6895290000000003,202.5
Chantarella,$$ - $$$,4.0,134,28036.0,40.458196,-3.6828818,536.0
National Archaeological Museum,,4.5,39,28001.0,40.42327879999999,-3.6888541,175.5
Restaurante Mareas Vivas,$,4.0,189,28013.0,40.4193214,-3.707504,756.0
El Cafe de La Opera,$$ - $$$,3.5,555,28013.0,40.4187716,-3.7101782,1942.5
Hielo y Carbon,$$ - $$$,4.0,103,28013.0,40.419961900000004,-3.7038722,412.0
Beefcious Galileo,$$ - $$$,4.5,55,28015.0,40.430918,-3.7103047,247.5
Sagaretxe - La sidreria Vasca,$$ - $$$,4.0,527,28010.0,40.4341966,-3.7009776,2108.0
Arzabal  Museo Reina Sofia,$$ - $$$,3.5,1115,28012.0,40.4079123,-3.6945568999999994,3902.5
Quevedo,$,4.0,115,28014.0,40.4138021,-3.6976252,460.0
Cerveceria Alquitara,$,4.5,59,28032.0,40.406,-3.605925,265.5
Ecocentro,$$ - $$$,4.0,260,28003.0,40.4428389,-3.7047633,1040.0
Cookaluzka,$$ - $$$,4.5,76,28007.0,40.4083069,-3.6690862999999996,342.0
Restaurante Casa Perico,$$ - $$$,4.0,185,28004.0,40.4218064,-3.7033951000000003,740.0
Donde Marian,$$ - $$$,4.0,103,28016.0,40.46320120000001,-3.6717122000000004,412.0
Crucina Restaurante,$$ - $$$,4.5,209,28004.0,40.427975399999994,-3.7054906,940.5
Taberna El Buo La Latina,$$ - $$$,4.0,294,28005.0,40.4111916,-3.7106067000000005,1176.0
Planet Organic,$$ - $$$,4.0,105,28001.0,40.4287372,-3.6812767,420.0
Restaurante Taberneros,$$ - $$$,4.0,202,28013.0,40.41640220000001,-3.710488,808.0
La Trastienda Tapas,$$ - $$$,4.0,300,28004.0,40.4220799,-3.6976883000000003,1200.0
Hevia,$$$$,4.5,155,28006.0,40.437866,-3.6862752,697.5
De Manila,$$ - $$$,4.5,69,28015.0,40.436325,-3.7040621,310.5
Piu di Prima,$$ - $$$,4.0,305,28008.0,40.4271814,-3.7195919,1220.0
Sinsombrero,$$$$,4.0,240,28046.0,40.4268248,-3.6894579,960.0
Restaurante Barandales,$$ - $$$,3.5,341,28009.0,40.4195015,-3.6754634,1193.5
La Gloria de Montera,$$ - $$$,3.5,1401,28013.0,40.419473100000005,-3.7007797,4903.5
Restaurante La Clave,$$$$,4.0,190,28001.0,40.4152606,-3.6844995000000003,760.0
